"club_name","player_name","age","position","club_involved_name","fee","transfer_movement","transfer_period","fee_cleaned","league_name","year","season","country"
"Al-Taawoun FC","Thamer Al-Meshauqeh",24,"Second Striker","Unknown","?","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Taawoun FC","Yassen Hamza",24,"Centre-Back","Ittihad Club","?","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Taawoun FC","Shadi Abu Hash'hash",34,"Defensive Midfield","Retired","-","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Taawoun FC","Faisal Al Jahdali",33,"Defence","Retired","-","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Taawoun FC","Walid Al Harbi",29,"Defence","Without Club","-","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Taawoun FC","Ismael Al-Maghrabi",23,"Centre-Forward","Al-Ahli","End of loanJun 30, 2015","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Taawoun FC","Sultan Al-Sawadi",22,"Right Midfield","Al-Ahli","End of loanJun 30, 2015","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Taawoun FC","Basem Atallah",25,"Goalkeeper","Al-Ahli","End of loanJun 30, 2015","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Taawoun FC","Ahmed Karenshi",26,"Left Midfield","Al-Wehda","End of loanJun 30, 2015","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Taawoun FC","Saleh Al-Mohemed",21,"Second Striker","Unknown","","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Wehda FC","Lukasz Gikiewicz",27,"Centre-Forward","Levski Sofia","free transfer","in","Summer",0,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Wehda FC","Yahia Al-Kabie",28,"Left-Back","Shoalah","free transfer","in","Summer",0,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Wehda FC","Ali Madhali",24,"Centre-Forward","Ittihad Club","free transfer","in","Summer",0,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Wehda FC","Zouhaier Dhaouadi",27,"Left Winger","Club Africain","free transfer","in","Summer",0,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Wehda FC","Mishal Al-Saeed",31,"Left-Back","Al-Fateh","free transfer","in","Summer",0,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Wehda FC","Amer Haroon",22,"Centre-Back","Al-Shabab","loan transfer","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Wehda FC","Omar Al-Mazial",23,"Right-Back","Al-Shabab","loan transfer","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Wehda FC","Ahmad Saad",30,"Left-Back","Shoalah","?","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Wehda FC","Mohammed Al-Dahi",26,"Right Midfield","Khaleej","?","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Wehda FC","Jihad Al-Baour",28,"Centre-Back","Al-Jazeera Club","?","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Wehda FC","Mansour Al-Najjar",20,"Right Midfield","Al-Wehda FC U23","-","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Wehda FC","Abdulmohsin Fallatah",21,"Centre-Back","Al-Wehda FC U23","-","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Wehda FC","Abdullah Khatab",20,"Centre-Forward","Al-Wehda FC U23","-","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Wehda FC","Adolfo Lima",25,"Left Midfield","Without Club","-","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Wehda FC","Hatem Bilal",21,"Centre-Back","Al-Wehda FC U23","-","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Wehda FC","Mutaz Tmbacti",21,"Defensive Midfield","Al-Wehda FC U23","-","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Wehda FC","Abdullah Al-Araf",20,"Goalkeeper","Al-Wehda FC U23","-","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Wehda FC","Abdulelah Al-Malki",20,"Defensive Midfield","Al-Wehda FC U23","-","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Wehda FC","Ahmed Karenshi",26,"Left Midfield","Al-Taawoun","End of loanJun 30, 2015","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Wehda FC","Shaher Mansour",23,"Attacking Midfield","Vitória Setúbal","free transfer","out","Summer",0,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Wehda FC","Ahmed Karenshi",27,"Left Midfield","Hajer","free transfer","out","Summer",0,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Wehda FC","Assaf Al Qarni",31,"Goalkeeper","Ittihad Club","free transfer","out","Summer",0,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Wehda FC","Sari Amro",26,"Left-Back","Al-Shabab","?","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Wehda FC","Hani Al-Gifri",NA,"Midfield","Unknown","?","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Wehda FC","Abdulaziz Al-Kalthem",27,"Midfield","Unknown","?","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Wehda FC","Thonian Al-Mutrafi",NA,"Midfield","Unknown","?","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Wehda FC","Suliman Al-Dawsary",23,"Second Striker","Unknown","?","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Wehda FC","Mohammed Al-Dahi",26,"Right Midfield","Al-Fayha","?","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Wehda FC","Sulaiman Amedu",32,"Centre-Back","Retired","-","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Wehda FC","Leandro Bonfim",31,"Attacking Midfield","Retired","-","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Wehda FC","Omar Al-Mazial",22,"Right-Back","Al-Shabab","End of loanJun 30, 2015","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Wehda FC","Bassam Salwati",NA,"Midfield","Unknown","","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Wehda FC","Ibrahim Joni",25,"Midfield","Unknown","","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Al-Wehda FC","Khaled Al-Hazmi",36,"Midfield","Retired","","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Dragan Ceran",27,"Second Striker","Simurq","free transfer","in","Summer",0,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Khaled Al-Barakah",24,"Left-Back","Al-Hazem","free transfer","in","Summer",0,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Rashed Al Rahab",31,"Right-Back","Ittihad Club","free transfer","in","Summer",0,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Ahmed Karenshi",27,"Left Midfield","Al-Wehda","free transfer","in","Summer",0,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Jassim Al Hamdan",28,"Centre-Forward","Al-Nahdah FC","free transfer","in","Summer",0,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Ali Al-Zubaidi",28,"Defensive Midfield","Al-Orobah FC","loan transfer","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Radi Matar Al-Mutairi",24,"Right-Back","Al-Fayha","?","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Khalid Radhi",34,"Goalkeeper","Al-Hazem","?","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Gualberto Mojica",30,"Attacking Midfield","Oriente P.","?","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Mansour Namazie",22,"Centre-Back","Ittihad Club","loan transfer","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Amaar Al-Dohaim",21,"Centre-Back","Ittihad Club","loan transfer","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Osama Al-Khalaf",18,"Right-Back","Hajer Club U23","-","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Abdulrahim Al-Dabbas",27,"Right Midfield","Hajer Club U23","-","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Nemanja Tubic",31,"Centre-Back","Without Club","-","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Arsid Kruja",22,"Right Midfield","Flamurtari FC","End of loanJun 30, 2015","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Fouad Al-Mahrous",23,"Defence","Unknown","free transfer","out","Summer",0,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Ahmed Al-Nazeri",22,"Centre-Forward","Ittihad Club","free transfer","out","Summer",0,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Jafar Al-Khalifa",24,"Defence","Unknown","free transfer","out","Summer",0,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Khalid Al-Dawsari",29,"Centre-Back","Al-Nahdah FC","free transfer","out","Summer",0,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Anwar Aboud",21,"Attack","Unknown","free transfer","out","Summer",0,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Husein Al-Shuwaish",26,"Centre-Back","Al-Raed","free transfer","out","Summer",0,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Sultan Al-Shammari",21,"Goalkeeper","Al-Hilal U23","free transfer","out","Summer",0,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Khalid Al-Rejaib",32,"Centre-Forward","Unknown","?","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Alaa' Al-Shaqran",28,"Defensive Midfield","Al-Ramtha SC","?","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Ahmed Al-Jumaiah",24,"Midfield","Unknown","?","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Mahdi Al-Fadl",22,"Midfield","Unknown","?","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Oday Amro",27,"Right-Back","Unknown","?","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Mourad Al-Rashidi",24,"Right Midfield","Unknown","?","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Abdularahman Al-Hurib",23,"Defensive Midfield","Unknown","?","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Mohammed Al-Khameas",25,"Defensive Midfield","Al-Fayha","?","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Abdullah Buhumail",28,"Defence","Unknown","?","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Jildemar",26,"Centre-Forward","Unknown","?","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Abdulrahman Dagriri",25,"Goalkeeper","Damac FC","?","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Mohammed Al-Rashed",35,"Centre-Forward","Khaleej","?","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Faisal Al-Khara",21,"Right-Back","Ittihad Club","?","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Arsid Kruja",22,"Right Midfield","KF Laçi","loan transfer","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Dario Jertec",29,"Defensive Midfield","Without Club","-","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Mansour Gueye",29,"Left Winger","Without Club","-","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Hajer Club","Khaled Asiri",22,"Defensive Midfield","Al-Watani","-","out","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Najran SC","Baha'a Abdulrahman",28,"Defensive Midfield","Al-Faisaly SC","€180k","in","Summer",0.18,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Najran SC","Maan Khodary",23,"Defensive Midfield","Ittihad Club","free transfer","in","Summer",0,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Najran SC","Raed Al-Amri",26,"Left-Back","Al-Tai","free transfer","in","Summer",0,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Najran SC","Ahmad Abbas",29,"Defensive Midfield","Al-Nassr","free transfer","in","Summer",0,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Najran SC","Mamadou Wagué",24,"Centre-Back","Ethnikos","free transfer","in","Summer",0,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Najran SC","Abdulilah Al-Fadl",23,"Defensive Midfield","Al-Hilal U23","free transfer","in","Summer",0,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Najran SC","Rabi Al-Mousa",30,"Right-Back","Al-Faisaly FC","free transfer","in","Summer",0,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Najran SC","Essa Al-Mehyani",32,"Centre-Forward","Ittihad Club","free transfer","in","Summer",0,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Najran SC","Abdulaziz Takroni",23,"Goalkeeper","Ittihad Club","free transfer","in","Summer",0,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Najran SC","David Simbo",25,"Centre-Back","Al-Hilal","free transfer","in","Summer",0,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Najran SC","Sultan Mandash",20,"Right Winger","Ittihad Club","loan transfer","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Najran SC","Jamaan Al-Dossari",21,"Centre-Back","Al-Shabab","loan transfer","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Najran SC","Yahya Dagriri",23,"Second Striker","Ittihad Club","loan transfer","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Najran SC","Ismeal Musalmi",26,"Defensive Midfield","Unknown","?","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Najran SC","Muhand Awad",23,"Centre-Forward","Al-Orobah FC","?","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Najran SC","Aboubacar Tambadou",28,"Central Midfield","AS Marsa","?","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Najran SC","Ibrahim Hazzazi",30,"Right-Back","Concordia","?","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Najran SC","Wesam Mudhaya",23,"Attacking Midfield","Al-Shabab U23","?","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Najran SC","Malick Mané",26,"Centre-Forward","IFK Göteborg","loan transfer","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Najran SC","Ali Al-Khaibari",25,"Centre-Back","Al-Nassr","loan transfer","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Najran SC","Saeed Al-Hamsl",19,"Right-Back","Najran SC U23","-","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Najran SC","Majed Al Jafari",29,"Centre-Back","Najran SC U23","-","in","Summer",NA,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
"Najran SC","Awadh Khrees",24,"Right-Back","Ittihad Club","€683k","out","Summer",0.683,"Saudi Professional League",2015,"2015/2016","Saudi Arabia"
